"Town","FIPS","Year","Utility","Name","Telephone","Website"
"Colebrook",900516050,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Colebrook",900516050,2016,"Gas","-666666","-666666","-666666"
"Colebrook",900516050,2016,"Water","Municipal Provider","Local Contact","-666666"
"Colebrook",900516050,2016,"Sewer","-666666","-666666","-666666"
"Colebrook",900516050,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Colebrook",900516050,2016,"Cable","Charter Communications of Western CT","(800) 827-8288","-666666"
"Colebrook",900516050,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Colebrook",900516050,2018,"Gas","-666666","-666666","-666666"
"Colebrook",900516050,2018,"Water","Municipal Provider","Local Contact","-666666"
"Colebrook",900516050,2018,"Sewer","-666666","-666666","-666666"
"Colebrook",900516050,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Colebrook",900516050,2018,"Cable","Charter Communications of Western CT","(800) 827-8288","-666666"
"Columbia",901316400,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Columbia",901316400,2016,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"Columbia",901316400,2016,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"Columbia",901316400,2016,"Sewer","-666666","-666666","-666666"
"Columbia",901316400,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Columbia",901316400,2016,"Cable","Charter Communications of Northeastern CT","(800) 827-8288","-666666"
"Columbia",901316400,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Columbia",901316400,2018,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"Columbia",901316400,2018,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"Columbia",901316400,2018,"Sewer","-666666","-666666","-666666"
"Columbia",901316400,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Columbia",901316400,2018,"Cable","Charter Communications of Northeastern CT","(800) 827-8288","-666666"
"Cornwall",900517240,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Cornwall",900517240,2016,"Gas","-666666","-666666","-666666"
"Cornwall",900517240,2016,"Water","Aquarion Water Company","(800) 732-9678","www.aquarion.com"
"Cornwall",900517240,2016,"Sewer","-666666","-666666","-666666"
"Cornwall",900517240,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Cornwall",900517240,2016,"Cable","Cablevision of Litchfield, Inc.","(860) 567-3103","-666666"
"Cornwall",900517240,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Cornwall",900517240,2018,"Gas","-666666","-666666","-666666"
"Cornwall",900517240,2018,"Water","Aquarion Water Company","(800) 732-9678","www.aquarion.com"
"Cornwall",900517240,2018,"Sewer","-666666","-666666","-666666"
"Cornwall",900517240,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Cornwall",900517240,2018,"Cable","Comcast","(800) 266-2278","-666666"
"Coventry",901317800,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Coventry",901317800,2016,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"Coventry",901317800,2016,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"Coventry",901317800,2016,"Sewer","-666666","-666666","-666666"
"Coventry",901317800,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Coventry",901317800,2016,"Cable","Charter Communications of Northeastern CT","(800) 827-8288","-666666"
"Coventry",901317800,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Coventry",901317800,2018,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"Coventry",901317800,2018,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"Coventry",901317800,2018,"Sewer","-666666","-666666","-666666"
"Coventry",901317800,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Coventry",901317800,2018,"Cable","Charter Communications of Northeastern CT","(800) 827-8288","-666666"
"Cromwell",900718080,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Cromwell",900718080,2016,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Cromwell",900718080,2016,"Water","Municipal Provider","Local Contact","-666666"
"Cromwell",900718080,2016,"Sewer","-666666","-666666","-666666"
"Cromwell",900718080,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Cromwell",900718080,2016,"Cable","Comcast Middletown","(800) 266-2278","-666666"
"Cromwell",900718080,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Cromwell",900718080,2018,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Cromwell",900718080,2018,"Water","Municipal Provider","Local Contact","-666666"
"Cromwell",900718080,2018,"Sewer","-666666","-666666","-666666"
"Cromwell",900718080,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Cromwell",900718080,2018,"Cable","Comcast Middletown","(800) 266-2278","-666666"
"Danbury",900118500,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Danbury",900118500,2016,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Danbury",900118500,2016,"Water","Municipal Provider","Local Contact","-666666"
"Danbury",900118500,2016,"Sewer","-666666","-666666","-666666"
"Danbury",900118500,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Danbury",900118500,2016,"Cable","Comcast Danbury","(800) 266-2278","-666666"
"Danbury",900118500,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Danbury",900118500,2018,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Danbury",900118500,2018,"Water","Municipal Provider","Local Contact","-666666"
"Danbury",900118500,2018,"Sewer","-666666","-666666","-666666"
"Danbury",900118500,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Danbury",900118500,2018,"Cable","Comcast Danbury","(800) 266-2278","-666666"
"Darien",900118850,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Darien",900118850,2016,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Darien",900118850,2016,"Water","Aquarion Water Company","(800) 732-9678","www.aquarion.com"
"Darien",900118850,2016,"Sewer","-666666","-666666","-666666"
"Darien",900118850,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Darien",900118850,2016,"Cable","Cablevision of Connecticut, LP","(203) 847-6666","-666666"
"Darien",900118850,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Darien",900118850,2018,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Darien",900118850,2018,"Water","Aquarion Water Company","(800) 732-9678","www.aquarion.com"
"Darien",900118850,2018,"Sewer","-666666","-666666","-666666"
"Darien",900118850,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Darien",900118850,2018,"Cable","Cablevision of Connecticut, LP","(203) 847-6666","-666666"
"Deep River",900719130,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Deep River",900719130,2016,"Gas","-666666","-666666","-666666"
"Deep River",900719130,2016,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"Deep River",900719130,2016,"Sewer","-666666","-666666","-666666"
"Deep River",900719130,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Deep River",900719130,2016,"Cable","Comcast Clinton","(800) 266-2278","-666666"
"Deep River",900719130,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Deep River",900719130,2018,"Gas","-666666","-666666","-666666"
"Deep River",900719130,2018,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"Deep River",900719130,2018,"Sewer","-666666","-666666","-666666"
"Deep River",900719130,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Deep River",900719130,2018,"Cable","Comcast Clinton","(800) 266-2278","-666666"
"Derby",900919550,2016,"Electric","The United Illuminating Co.","(800) 257-0141","www.uinet.com"
"Derby",900919550,2016,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Derby",900919550,2016,"Water","Birmingham Utilities","(203) 735-1888","-666666"
"Derby",900919550,2016,"Sewer","City of Derby Water Pollution Cntrl Auth.","(203) 736-1475","-666666"
"Derby",900919550,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Derby",900919550,2016,"Cable","Comcast Seymour","(800) 266-2278","-666666"
"Derby",900919550,2018,"Electric","The United Illuminating Co.","(800) 257-0141","www.uinet.com"
"Derby",900919550,2018,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Derby",900919550,2018,"Water","Birmingham Utilities","(203) 735-1888","-666666"
"Derby",900919550,2018,"Sewer","City of Derby Water Pollution Cntrl Auth.","(203) 736-1475","-666666"
"Derby",900919550,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Derby",900919550,2018,"Cable","Comcast Seymour","(800) 266-2278","-666666"
"Durham",900720810,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Durham",900720810,2016,"Gas","-666666","-666666","-666666"
"Durham",900720810,2016,"Water","Municipal Provider","Local Contact","-666666"
"Durham",900720810,2016,"Sewer","-666666","-666666","-666666"
"Durham",900720810,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Durham",900720810,2016,"Cable","Comcast Clinton","(800) 266-2278","-666666"
"Durham",900720810,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Durham",900720810,2018,"Gas","-666666","-666666","-666666"
"Durham",900720810,2018,"Water","Municipal Provider","Local Contact","-666666"
"Durham",900720810,2018,"Sewer","-666666","-666666","-666666"
"Durham",900720810,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Durham",900720810,2018,"Cable","Comcast Clinton","(800) 266-2278","-666666"
"Eastford",901521860,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Eastford",901521860,2016,"Gas","-666666","-666666","-666666"
"Eastford",901521860,2016,"Water","Municipal Provider","Local Contact","-666666"
"Eastford",901521860,2016,"Sewer","-666666","-666666","-666666"
"Eastford",901521860,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Eastford",901521860,2016,"Cable","Charter Communications of Northeastern CT","(800) 827-8288","-666666"
"Eastford",901521860,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Eastford",901521860,2018,"Gas","-666666","-666666","-666666"
"Eastford",901521860,2018,"Water","Municipal Provider","Local Contact","-666666"
"Eastford",901521860,2018,"Sewer","-666666","-666666","-666666"
"Eastford",901521860,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Eastford",901521860,2018,"Cable","Charter Communications of Northeastern CT","(800) 827-8288","-666666"
"East Granby",900322070,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"East Granby",900322070,2016,"Gas","Connecticut Natural Gas","(860) 727-3000","www.cngcorp.com"
"East Granby",900322070,2016,"Water","Aquarion Water Company","(800) 732-9678","www.aquarion.com"
"East Granby",900322070,2016,"Sewer","-666666","-666666","-666666"
"East Granby",900322070,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Granby",900322070,2016,"Cable","Cox Communications, Enfield","(800) 955-9515","-666666"
"East Granby",900322070,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"East Granby",900322070,2018,"Gas","Connecticut Natural Gas","(860) 727-3000","www.cngcorp.com"
"East Granby",900322070,2018,"Water","Aquarion Water Company","(800) 732-9678","www.aquarion.com"
"East Granby",900322070,2018,"Sewer","-666666","-666666","-666666"
"East Granby",900322070,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Granby",900322070,2018,"Cable","Cox Communications, Enfield","(800) 955-9515","-666666"
"East Haddam",900722280,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"East Haddam",900722280,2016,"Gas","-666666","-666666","-666666"
"East Haddam",900722280,2016,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"East Haddam",900722280,2016,"Sewer","-666666","-666666","-666666"
"East Haddam",900722280,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Haddam",900722280,2016,"Cable","Comcast Old Lyme","(800) 266-2278","-666666"
"East Haddam",900722280,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"East Haddam",900722280,2018,"Gas","-666666","-666666","-666666"
"East Haddam",900722280,2018,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"East Haddam",900722280,2018,"Sewer","-666666","-666666","-666666"
"East Haddam",900722280,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Haddam",900722280,2018,"Cable","Comcast Old Lyme","(800) 266-2278","-666666"
"East Hampton",900722490,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"East Hampton",900722490,2016,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"East Hampton",900722490,2016,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"East Hampton",900722490,2016,"Sewer","-666666","-666666","-666666"
"East Hampton",900722490,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Hampton",900722490,2016,"Cable","Comcast Middletown","(800) 266-2278","-666666"
"East Hampton",900722490,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"East Hampton",900722490,2018,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"East Hampton",900722490,2018,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"East Hampton",900722490,2018,"Sewer","-666666","-666666","-666666"
"East Hampton",900722490,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Hampton",900722490,2018,"Cable","Comcast Middletown","(800) 266-2278","-666666"
"East Hartford",900322630,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"East Hartford",900322630,2016,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"East Hartford",900322630,2016,"Water","Municipal Provider","Local Contact","-666666"
"East Hartford",900322630,2016,"Sewer","-666666","-666666","-666666"
"East Hartford",900322630,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Hartford",900322630,2016,"Cable","Comcast Hartford","(800) 266-2278","-666666"
"East Hartford",900322630,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"East Hartford",900322630,2018,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"East Hartford",900322630,2018,"Water","Municipal Provider","Local Contact","-666666"
"East Hartford",900322630,2018,"Sewer","-666666","-666666","-666666"
"East Hartford",900322630,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Hartford",900322630,2018,"Cable","Comcast Hartford","(800) 266-2278","-666666"
"East Haven",900922910,2016,"Electric","The United Illuminating Co.","(800) 257-0141","www.uinet.com"
"East Haven",900922910,2016,"Gas","Southern Connecticut Gas Company","(203) 382-8111","www.naturalgas.com/scg"
"East Haven",900922910,2016,"Water","South Central CT Regional Water Auth.","(203) 562-4020","www.rwater.com"
"East Haven",900922910,2016,"Sewer","Town of East Haven Water Pollution Cntrl Auth.","(203) 468-3238","-666666"
"East Haven",900922910,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Haven",900922910,2016,"Cable","Comcast Branford","(800) 266-2278","-666666"
"East Haven",900922910,2018,"Electric","The United Illuminating Co.","(800) 257-0141","www.uinet.com"
"East Haven",900922910,2018,"Gas","Southern Connecticut Gas Company","(800) 659-8299","www.soconngas.com"
"East Haven",900922910,2018,"Water","South Central CT Regional Water Auth.","(203) 562-4020","www.rwater.com"
"East Haven",900922910,2018,"Sewer","Town of East Haven Water Pollution Cntrl Auth.","(203) 468-3238","-666666"
"East Haven",900922910,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Haven",900922910,2018,"Cable","Comcast Branford","(800) 266-2278","-666666"
"East Lyme",901123400,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"East Lyme",901123400,2016,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"East Lyme",901123400,2016,"Water","Municipal Provider","Local Contact","-666666"
"East Lyme",901123400,2016,"Sewer","-666666","-666666","-666666"
"East Lyme",901123400,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Lyme",901123400,2016,"Cable","Metrocast Communication of CT, LLC","(860) 442-8525","-666666"
"East Lyme",901123400,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"East Lyme",901123400,2018,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"East Lyme",901123400,2018,"Water","Municipal Provider","Local Contact","-666666"
"East Lyme",901123400,2018,"Sewer","-666666","-666666","-666666"
"East Lyme",901123400,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Lyme",901123400,2018,"Cable","Metrocast Communication of CT, LLC","(860) 442-8525","-666666"
"Easton",900123890,2016,"Electric","The United Illuminating Co.","(800) 257-0141","www.uinet.com"
"Easton",900123890,2016,"Gas","Southern Connecticut Gas Company","(203) 382-8111","www.naturalgas.com/scg"
"Easton",900123890,2016,"Water","Aquarion Water Company","(800) 732-9678","www.aquarion.com"
"Easton",900123890,2016,"Sewer","-666666","-666666","-666666"
"Easton",900123890,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Easton",900123890,2016,"Cable","Cablevision of Connecticut, LP","(203) 847-6666","-666666"
"Easton",900123890,2018,"Electric","The United Illuminating Co.","(800) 257-0141","www.uinet.com"
"Easton",900123890,2018,"Gas","Southern Connecticut Gas Company","(800) 659-8299","www.soconngas.com"
"Easton",900123890,2018,"Water","Aquarion Water Company","(800) 732-9678","www.aquarion.com"
"Easton",900123890,2018,"Sewer","-666666","-666666","-666666"
"Easton",900123890,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Easton",900123890,2018,"Cable","Cablevision of Connecticut, LP","(203) 847-6666","-666666"
"East Windsor",900324800,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"East Windsor",900324800,2016,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"East Windsor",900324800,2016,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"East Windsor",900324800,2016,"Sewer","-666666","-666666","-666666"
"East Windsor",900324800,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Windsor",900324800,2016,"Cable","Cox Communications, Enfield","(800) 955-9515","-666666"
"East Windsor",900324800,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"East Windsor",900324800,2018,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"East Windsor",900324800,2018,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"East Windsor",900324800,2018,"Sewer","-666666","-666666","-666666"
"East Windsor",900324800,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"East Windsor",900324800,2018,"Cable","Cox Communications, Enfield","(800) 955-9515","-666666"
"Ellington",901325360,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Ellington",901325360,2016,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Ellington",901325360,2016,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"Ellington",901325360,2016,"Sewer","-666666","-666666","-666666"
"Ellington",901325360,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Ellington",901325360,2016,"Cable","Comcast Vernon","(800) 266-2278","-666666"
"Ellington",901325360,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Ellington",901325360,2018,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Ellington",901325360,2018,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"Ellington",901325360,2018,"Sewer","-666666","-666666","-666666"
"Ellington",901325360,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Ellington",901325360,2018,"Cable","Comcast Vernon","(800) 266-2278","-666666"
"Enfield",900325990,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Enfield",900325990,2016,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Enfield",900325990,2016,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"Enfield",900325990,2016,"Sewer","-666666","-666666","-666666"
"Enfield",900325990,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Enfield",900325990,2016,"Cable","Cox Communications, Enfield","(800) 955-9515","-666666"
"Enfield",900325990,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Enfield",900325990,2018,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Enfield",900325990,2018,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"Enfield",900325990,2018,"Sewer","-666666","-666666","-666666"
"Enfield",900325990,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Enfield",900325990,2018,"Cable","Cox Communications, Enfield","(800) 955-9515","-666666"
"Essex",900726270,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Essex",900726270,2016,"Gas","-666666","-666666","-666666"
"Essex",900726270,2016,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"Essex",900726270,2016,"Sewer","-666666","-666666","-666666"
"Essex",900726270,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Essex",900726270,2016,"Cable","Comcast Clinton","(800) 266-2278","-666666"
"Essex",900726270,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Essex",900726270,2018,"Gas","Southern Connecticut Gas Company","(800) 659-8299","www.soconngas.com"
"Essex",900726270,2018,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"Essex",900726270,2018,"Sewer","-666666","-666666","-666666"
"Essex",900726270,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Essex",900726270,2018,"Cable","Comcast Clinton","(800) 266-2278","-666666"
"Fairfield",900126620,2016,"Electric","The United Illuminating Co.","(800) 257-0141","www.uinet.com"
"Fairfield",900126620,2016,"Gas","Southern Connecticut Gas Company","(203) 382-8111","www.naturalgas.com/scg"
"Fairfield",900126620,2016,"Water","Aquarion Water Company","(800) 732-9678","www.aquarion.com"
"Fairfield",900126620,2016,"Sewer","Town of Fairfield Water Pollution Cntrl Auth.","(203) 256-3003","-666666"
"Fairfield",900126620,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Fairfield",900126620,2016,"Cable","Cablevisions Systems of Southern CT","(203) 336-2225","-666666"
"Fairfield",900126620,2018,"Electric","The United Illuminating Co.","(800) 257-0141","www.uinet.com"
"Fairfield",900126620,2018,"Gas","Southern Connecticut Gas Company","(800) 659-8299","www.soconngas.com"
"Fairfield",900126620,2018,"Water","Aquarion Water Company","(800) 732-9678","www.aquarion.com"
"Fairfield",900126620,2018,"Sewer","Town of Fairfield Water Pollution Cntrl Auth.","(203) 256-3003","-666666"
"Fairfield",900126620,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Fairfield",900126620,2018,"Cable","Cablevisions Systems of Southern CT","(203) 336-2225","-666666"
"Farmington",900327600,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Farmington",900327600,2016,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"Farmington",900327600,2016,"Water","Connecticut Water Company","(800) 286-5700","-666666"
"Farmington",900327600,2016,"Sewer","-666666","-666666","-666666"
"Farmington",900327600,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Farmington",900327600,2016,"Cable","Comcast Plainville","(800) 266-2278","-666666"
"Farmington",900327600,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Farmington",900327600,2018,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"Farmington",900327600,2018,"Water","Connecticut Water Company","(800) 286-5700","www.ctwater.com"
"Farmington",900327600,2018,"Sewer","-666666","-666666","-666666"
"Farmington",900327600,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Farmington",900327600,2018,"Cable","Comcast Plainville","(800) 266-2278","-666666"
"Franklin",901129910,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Franklin",901129910,2016,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Franklin",901129910,2016,"Water","Municipal Provider","Local Contact","-666666"
"Franklin",901129910,2016,"Sewer","-666666","-666666","-666666"
"Franklin",901129910,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Franklin",901129910,2016,"Cable","Comcast Norwich","(800) 266-2278","-666666"
"Franklin",901129910,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Franklin",901129910,2018,"Gas","Eversource Energy","(800) 989-0900","www.eversource.com"
"Franklin",901129910,2018,"Water","Municipal Provider","Local Contact","-666666"
"Franklin",901129910,2018,"Sewer","-666666","-666666","-666666"
"Franklin",901129910,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Franklin",901129910,2018,"Cable","Comcast Norwich","(800) 266-2278","-666666"
"Glastonbury",900331240,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Glastonbury",900331240,2016,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"Glastonbury",900331240,2016,"Water","Municipal Provider","Local Contact","-666666"
"Glastonbury",900331240,2016,"Sewer","-666666","-666666","-666666"
"Glastonbury",900331240,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Glastonbury",900331240,2016,"Cable","Cox Communications, Manchester","(800) 955-9515","-666666"
"Glastonbury",900331240,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Glastonbury",900331240,2018,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"Glastonbury",900331240,2018,"Water","Municipal Provider","Local Contact","-666666"
"Glastonbury",900331240,2018,"Sewer","-666666","-666666","-666666"
"Glastonbury",900331240,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Glastonbury",900331240,2018,"Cable","Cox Communications, Manchester","(800) 955-9515","-666666"
"Goshen",900532290,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Goshen",900532290,2016,"Gas","-666666","-666666","-666666"
"Goshen",900532290,2016,"Water","-666666","-666666","-666666"
"Goshen",900532290,2016,"Sewer","-666666","-666666","-666666"
"Goshen",900532290,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Goshen",900532290,2016,"Cable","Cablevision of Litchfield, Inc.","(860) 567-3103","-666666"
"Goshen",900532290,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Goshen",900532290,2018,"Gas","-666666","-666666","-666666"
"Goshen",900532290,2018,"Water","-666666","-666666","-666666"
"Goshen",900532290,2018,"Sewer","-666666","-666666","-666666"
"Goshen",900532290,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Goshen",900532290,2018,"Cable","Cablevision of Litchfield, Inc.","(860) 567-3103","-666666"
"Granby",900332640,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Granby",900332640,2016,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"Granby",900332640,2016,"Water","Aquarion Water Company","(800) 732-9678","www.aquarion.com"
"Granby",900332640,2016,"Sewer","-666666","-666666","-666666"
"Granby",900332640,2016,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Granby",900332640,2016,"Cable","Cox Communications, Enfield","(800) 955-9515","-666666"
"Granby",900332640,2018,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Granby",900332640,2018,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
"Granby",900332640,2018,"Water","Aquarion Water Company","(800) 732-9678","www.aquarion.com"
"Granby",900332640,2018,"Sewer","-666666","-666666","-666666"
"Granby",900332640,2018,"Telephone","ATT","(800) 272-4321","www.snet.com"
"Granby",900332640,2018,"Cable","Cox Communications, Enfield","(800) 955-9515","-666666"
"Greenwich",900133620,2016,"Electric","Eversource Energy","(800) 286-2000","www.eversource.com"
"Greenwich",900133620,2016,"Gas","CNG Corp","(860) 727-3000","www.cngcorp.com"
